SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,latitude,longitude,IS SHORT SALE
Past Sale,Single Family Residential,2391 Sierra Ct,PALO ALTO,CA,94303,1499000,3,2,PALO ALTO,1008,5000,1964,2,Garage,,Sold,,,,42277,1849000,42321,1400000,http://www.redfin.com/CA/Palo-Alto/2391-Sierra-Ct-94303/home/911036,MLSListings Inc. (MLSLI),ML81499924,"Alain Pinel, REALTORS",N,Y,37.446779,-122.122734,0
Past Sale,Condo/Coop,483 Forest Ave Apt A,Palo Alto,CA,94301,,2,2,94301,1613,,1981,,,,,,,,,,42166,1575000,http://www.redfin.com/CA/Palo-Alto/483-Forest-Ave-94301/unit-A/home/1221985,,,,N,Y,37.4467936,-122.1571311,
Past Sale,Single Family Residential,865 Middle Ave,MENLO PARK,CA,94025,3275000,4,4.5,MENLO PARK,2585,7800,2015,2,Garage,,Sold,,,,,3275000,42359,3310000,http://www.redfin.com/CA/Menlo-Park/865-Middle-Ave-94025/home/893345,MLSListings Inc. (MLSLI),ML81518422,Coldwell Banker,N,Y,37.446863,-122.179723,0
Past Sale,Single Family Residential,715 Cambridge Ave,MENLO PARK,CA,94025,2098000,3,1.5,MENLO PARK,1450,8100,1952,2,Garage,,Sold,,,,,2098000,42192,2495000,http://www.redfin.com/CA/Menlo-Park/715-Cambridge-Ave-94025/home/1016643,MLSListings Inc. (MLSLI),ML81470208,Coldwell Banker,N,Y,37.446915,-122.174945,0
Past Sale,Single Family Residential,855 Middle Ave,Menlo Park,CA,94025,1999999,4,4,Menlo Park,1680,7800,1967,2,,,Sold,,,,,1999999,42167,2200000,http://www.redfin.com/CA/Menlo-Park/855-Middle-Ave-94025/home/1163228,San Francisco Association of Realtors (SFARMLS),432468,Coldwell Banker Res. R.E. Svcs,N,Y,37.446978,-122.179628,0
Past Sale,Condo/Coop,101 Alma St #503,PALO ALTO,CA,94301,1399000,2,2,PALO ALTO,1216,1307,1960,1,Garage,,Sold,,,,,1399000,42353,1300000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-503/home/1279493,MLSListings Inc. (MLSLI),ML81518091,Pacific Union International,N,Y,37.4469855,-122.1682364,0
Past Sale,Condo/Coop,101 Alma St #407,PALO ALTO,CA,94301,1098000,2,2,PALO ALTO,1216,1397,1960,1,Garage,,Sold,,,,,1098000,42206,1375000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-407/home/606675,MLSListings Inc. (MLSLI),ML81469116,Alain Pinel Realtors,N,Y,37.4469855,-122.1682364,0
Past Sale,Condo/Coop,101 Alma St #805,PALO ALTO,CA,94301,1499000,2,2,PALO ALTO,1434,1307,1960,1,Garage,,Sold,,,,,1499000,42300,1500000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-805/home/1512063,MLSListings Inc. (MLSLI),ML81516987,Pacific Union International,N,Y,37.4469855,-122.1682364,0
Past Sale,Condo/Coop,101 Alma St #601,PALO ALTO,CA,94301,1388000,2,2,PALO ALTO,1216,1307,1960,1,Garage,,Sold,,,,,1388000,42230,1600000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-601/home/820079,MLSListings Inc. (MLSLI),ML81472628,Rebecca Cafiero,N,Y,37.4469855,-122.1682364,0
Past Sale,Condo/Coop,101 Alma St #907,PALO ALTO,CA,94301,1788000,3,2,PALO ALTO,1536,1216,1960,1,Garage,,Sold,,,,,1498000,42137,1700000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-907/home/1005188,MLSListings Inc. (MLSLI),ML81454605,Deleon Realty,N,Y,37.4469855,-122.1682364,0
Past Sale,Condo/Coop,101 Alma St #1205,PALO ALTO,CA,94301,2100000,3,2.5,PALO ALTO,1479,1306,1960,1,Garage,,Sold,,,,,2100000,42055,2100000,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-1205/home/589232,MLSListings Inc. (MLSLI),ML81450425,Pacific Union International,N,Y,37.4469855,-122.1682364,0
Past Sale,Single Family Residential,810 College Ave,MENLO PARK,CA,94025,1399000,2,1,MENLO PARK,1060,5300,1941,4,Garage,,Sold,,,,,1399000,42089,1930000,http://www.redfin.com/CA/Menlo-Park/810-College-Ave-94025/home/893355,MLSListings Inc. (MLSLI),ML81454768,Rossetti Realty,N,Y,37.447274,-122.178631,0
Past Sale,Single Family Residential,649 Cambridge Ave,Menlo Park,CA,94025,,3,2,94025,1790,,1947,,,,,,,,,,42108,3100100,http://www.redfin.com/CA/Menlo-Park/649-Cambridge-Ave-94025/home/1876915,,,,N,Y,37.447329,-122.174606,
Past Sale,Single Family Residential,748 Partridge Ave,Menlo Park,CA,94025,2199000,4,3,Menlo Park,1678,9350,2015,1,Garage,,Sold,,,,,2199000,42373,2450000,http://www.redfin.com/CA/Menlo-Park/748-Partridge-Ave-94025/home/890174,East Bay Regional Data (EBRD),40724273,KW Silicon City,N,Y,37.4474919,-122.176889,0
Past Sale,Single Family Residential,270 Iris Way,PALO ALTO,CA,94303,2995000,4,3,PALO ALTO,2236,5940,1948,1,Garage,,Sold,,,,,2995000,42174,3300000,http://www.redfin.com/CA/Palo-Alto/270-Iris-Way-94303/home/545163,MLSListings Inc. (MLSLI),ML81461050,Coldwell Banker,N,Y,37.447557,-122.130469,0
Past Sale,Townhouse,712 University Dr,MENLO PARK,CA,94025,1698000,2,2.5,MENLO PARK,2250,1115,1981,1,,,Sold,,,,,1698000,42313,1630000,http://www.redfin.com/CA/Menlo-Park/712-University-Dr-94025/home/1222097,MLSListings Inc. (MLSLI),ML81513064,Maxreal Property,N,Y,37.447562,-122.181948,0
Past Sale,Townhouse,986 Menlo Ave,MENLO PARK,CA,94025,1695000,2,2.5,MENLO PARK,1834,45917,1988,2,Garage,,Sold,,,,,1695000,42117,1700000,http://www.redfin.com/CA/Menlo-Park/986-Menlo-Ave-94025/home/2058441,MLSListings Inc. (MLSLI),ML81459586,Sereno Group,N,Y,37.44761,-122.18644,0
Past Sale,Townhouse,285 Bryant St,PALO ALTO,CA,94301,1298000,2,1.5,PALO ALTO,1545,819,1968,1,Garage,,Sold,,,,,1298000,42178,1805000,http://www.redfin.com/CA/Palo-Alto/285-Bryant-St-94301/home/854533,MLSListings Inc. (MLSLI),ML81467172,Deleon Realty,N,Y,37.447719,-122.1642,0
Past Sale,Single Family Residential,628 Cambridge Ave,MENLO PARK,CA,94025,988000,2,2,MENLO PARK,730,3904,1926,1,Garage,,Sold,,,,,988000,42109,1280000,http://www.redfin.com/CA/Menlo-Park/628-Cambridge-Ave-94025/home/888587,MLSListings Inc. (MLSLI),ML81458407,Deleon Realty,N,Y,37.447758,-122.174985,0
Past Sale,Single Family Residential,339 Iris Way,PALO ALTO,CA,94303,2495000,3,1,PALO ALTO,1093,5852,1948,1,Garage,,Sold,,,,,2495000,42198,2505000,http://www.redfin.com/CA/Palo-Alto/339-Iris-Way-94303/home/1470049,MLSListings Inc. (MLSLI),ML81468675,Dreyfus Sotheby's International Realty,N,Y,37.447808,-122.132011,0
Past Sale,Single Family Residential,860 Lincoln Ave,PALO ALTO,CA,94301,5400000,5,5,PALO ALTO,4380,7500,2003,2,Garage,,Sold,,,,,5400000,42077,5400000,http://www.redfin.com/CA/Palo-Alto/860-Lincoln-Ave-94301/home/1071551,MLSListings Inc. (MLSLI),ML81453250,Alain Pinel Realtors,N,Y,37.44793,-122.146992,0
Past Sale,Multi-Family (2-4 Unit),612 Cambridge Ave,MENLO PARK,CA,94025,2400000,5,,MENLO PARK,2624,7865,1917,4,,,Sold,,,,,2400000,42240,2350000,http://www.redfin.com/CA/Menlo-Park/612-Cambridge-Ave-94025/home/890205,MLSListings Inc. (MLSLI),ML81469737,The Forbes Group,N,Y,37.447945,-122.174832,0
Past Sale,Condo/Coop,360 Everett Ave Unit 1B,PALO ALTO,CA,94301,1499000,2,2,PALO ALTO,1374,1936,1961,1,Garage,,Sold,,,,,1499000,42215,1525000,http://www.redfin.com/CA/Palo-Alto/360-Everett-Ave-94301/unit-1B/home/1462054,MLSListings Inc. (MLSLI),ML81472150,Coldwell Banker,N,Y,37.447947,-122.163035,0
Past Sale,Condo/Coop,360 Everett Ave Unit 3A,PALO ALTO,CA,94301,1995000,3,3,PALO ALTO,2010,20000,1961,1,Garage,,Sold,,,,,1995000,42374,2200000,http://www.redfin.com/CA/Palo-Alto/360-Everett-Ave-94301/unit-3A/home/1590634,MLSListings Inc. (MLSLI),ML81522296,Today Sothebys International Realty,N,Y,37.447947,-122.163035,0
Past Sale,Condo/Coop,360 Everett Ave Unit 6A,PALO ALTO,CA,94301,3498000,3,3,PALO ALTO,2064,1742,1961,2,Garage,,Sold,,,,,3498000,42234,3150000,http://www.redfin.com/CA/Palo-Alto/360-Everett-Ave-94301/unit-6A/home/1173604,MLSListings Inc. (MLSLI),ML81468699,Alain Pinel Realtors,N,Y,37.447947,-122.163035,0
Past Sale,Single Family Residential,668 Partridge Ave,MENLO PARK,CA,94025,3190000,3,2.5,MENLO PARK,2630,8460,2006,1,Garage,,Sold,,,,,3190000,42353,2755000,http://www.redfin.com/CA/Menlo-Park/668-Partridge-AVE-94025/home/91654148,MLSListings Inc. (MLSLI),ML81498051,Ferrari Investment Co,N,Y,37.4480794,-122.1760263,0
Past Sale,Single Family Residential,930 Guinda St,Palo Alto,CA,94301,,5,4,94301,3639,,1990,,,,,,,,,,42166,4790000,http://www.redfin.com/CA/Palo-Alto/930-Guinda-St-94301/home/1560333,,,,N,Y,37.448141,-122.150154,
Past Sale,Single Family Residential,562 Santa Clara Ave,REDWOOD CITY,CA,94061,1699000,3,2.5,REDWOOD CITY,1880,10140,1939,2,Garage,,Sold,,,,,1699000,42356,1732000,http://www.redfin.com/CA/Redwood-City/562-Santa-Clara-Ave-94061/home/1678509,MLSListings Inc. (MLSLI),ML81520538,Coldwell Banker,N,Y,37.44825,-122.2226,0
Past Sale,Single Family Residential,339 Cerrito Ave,REDWOOD CITY,CA,94061,1399000,3,2,REDWOOD CITY,1950,6985,1959,2,Garage,,Sold,,,,,1399000,42297,1600000,http://www.redfin.com/CA/Redwood-City/339-Cerrito-Ave-94061/home/2037721,MLSListings Inc. (MLSLI),ML81514380,Intero Real Estate Services,N,Y,37.448271,-122.227589,0
Past Sale,Single Family Residential,930 Newell Rd,Palo Alto,CA,94303,,4,3,94303,2554,,2000,,,,,,,,,,42136,4025000,http://www.redfin.com/CA/Palo-Alto/930-Newell-Rd-94303/home/1783542,,,,N,Y,37.448298,-122.140092,
Past Sale,Single Family Residential,921 Newell Rd,PALO ALTO,CA,94303,2222888,3,2,PALO ALTO,1427,6200,1950,2,Garage,,Sold,,,,,2222888,42318,2500000,http://www.redfin.com/CA/Palo-Alto/921-Newell-Rd-94303/home/1493025,MLSListings Inc. (MLSLI),ML81519849,Better Homes & Gardens Real EstateVentura Barnett,N,Y,37.448332,-122.139482,0
Past Sale,Single Family Residential,335 Everett,PALO ALTO,CA,94301,2789000,4,2.5,PALO ALTO,1820,3703,1997,1,Garage,,Sold,,,,,2789000,42287,2750000,http://www.redfin.com/CA/Palo-Alto/335-Everett-Ave-94301/home/588075,MLSListings Inc. (MLSLI),ML81513821,Coldwell Banker,N,Y,37.448342,-122.163796,0
Past Sale,Single Family Residential,1776 Stockbridge Ave,REDWOOD CITY,CA,94061,2150000,4,3,REDWOOD CITY,1500,16464,1938,2,Garage,,Sold,,,,,2150000,42171,2150000,http://www.redfin.com/CA/Redwood-City/1776-Stockbridge-Ave-94061/home/1851245,MLSListings Inc. (MLSLI),ML81470645,Coldwell Banker,N,Y,37.448389,-122.221862,0
Past Sale,Single Family Residential,1878 Barton St,Redwood City,CA,94061,,4,2.5,94061,2480,,1950,,,,,,,,,,42153,1500000,http://www.redfin.com/CA/Redwood-City/1878-Barton-St-94061/home/880435,,,,N,Y,37.448414,-122.22535,
Past Sale,Single Family Residential,719 Middle Ave,Menlo Park,CA,94025,,2,1,94025,950,,1940,,,,,,,,,,42052,1628000,http://www.redfin.com/CA/Menlo-Park/719-Middle-Ave-94025/home/2027591,,,,N,Y,37.448506,-122.178352,
Past Sale,Single Family Residential,708 Greer Rd,PALO ALTO,CA,94303,1899000,3,2,PALO ALTO,1538,5663,1948,1,Garage,,Sold,,,,,1899000,42131,1900000,http://www.redfin.com/CA/Palo-Alto/708-Greer-Rd-94303/home/1410464,MLSListings Inc. (MLSLI),ML81461496,Alain Pinel Realtors,N,Y,37.448538,-122.129982,0
Past Sale,Single Family Residential,1832 Channing Ave,PALO ALTO,CA,94303,2188000,3,1,PALO ALTO,1114,5830,1948,1,Garage,,Sold,,,,42121,2200000,42178,2000000,http://www.redfin.com/CA/Palo-Alto/1832-Channing-Ave-94303/home/591559,MLSListings Inc. (MLSLI),ML81462026,Action Properties,N,Y,37.448542,-122.131096,0
Past Sale,Single Family Residential,678 College Ave,MENLO PARK,CA,94025,2298000,4,2,MENLO PARK,2050,7800,1936,2,Garage,,Sold,,,,,2298000,42191,2783000,http://www.redfin.com/CA/Menlo-Park/678-College-AVE-94025/home/81044427,MLSListings Inc. (MLSLI),ML81466538,Deleon Realty,N,Y,37.4485541,-122.1773598,0
Past Sale,Single Family Residential,1542 Channing Ave,PALO ALTO,CA,94303,1898000,3,2,PALO ALTO,1383,6320,1950,2,Garage,,Sold,,,,,1898000,42199,2495000,http://www.redfin.com/CA/Palo-Alto/1542-Channing-Ave-94303/home/1825977,MLSListings Inc. (MLSLI),ML81468662,Coldwell Banker,N,Y,37.448561,-122.138676,0
Past Sale,Single Family Residential,345 Bryant Ct,PALO ALTO,CA,94301,2488000,3,2.5,PALO ALTO,1936,3485,2006,1,Garage,,Sold,,,,,2488000,42237,2850000,http://www.redfin.com/CA/Palo-Alto/345-Bryant-Ct-94301/home/17292271,MLSListings Inc. (MLSLI),ML81485167,Deleon Realty,N,Y,37.448605,-122.16421,0
Past Sale,Single Family Residential,2029 Channing Ave,Palo Alto,CA,94303,,3,2,94303,1545,,1956,,,,,,,,,,42152,2300000,http://www.redfin.com/CA/Palo-Alto/2029-Channing-Ave-94303/home/1745792,,,,N,Y,37.448624,-122.126808,
Past Sale,Townhouse,979 Santa Cruz Ave,MENLO PARK,CA,94025,1998000,3,3,MENLO PARK,1684,10613,1999,1,Garage,,Sold,,,,,1998000,42130,2825000,http://www.redfin.com/CA/Menlo-Park/979-Santa-Cruz-Ave-94025/unit-3/home/1805343,MLSListings Inc. (MLSLI),ML81461742,Zane MacGregor,N,Y,37.448654,-122.18655,0
Past Sale,Single Family Residential,1862 BARTON St,REDWOOD CITY,CA,94061,1850000,3,2,REDWOOD CITY,1910,8820,1949,1,Garage,,Sold,,,,,1850000,42108,1900000,http://www.redfin.com/CA/Redwood-City/1862-Barton-St-94061/home/1435589,MLSListings Inc. (MLSLI),ML81454857,Dreyfus Sotheby's International Realty,N,Y,37.448696,-122.225126,0
Past Sale,Single Family Residential,666 College Ave,Menlo Park,CA,94025,,3,2,94025,2050,,1936,,,,,,,,,,42191,2783100,http://www.redfin.com/CA/Menlo-Park/666-College-Ave-94025/home/1661113,,,,N,Y,37.448725,-122.177523,
Past Sale,Single Family Residential,303 Cerrito Ave,REDWOOD CITY,CA,94061,749900,3,2,REDWOOD CITY,1280,9496,1957,2,Garage,,Sold,,,,,749900,42145,1000000,http://www.redfin.com/CA/Redwood-City/303-Cerrito-Ave-94061/home/881666,MLSListings Inc. (MLSLI),ML81465552,Berkshire Hathaway HomeServices DrysdaleProperties,N,Y,37.448789,-122.227832,0
Past Sale,Single Family Residential,2062 Channing Ave,PALO ALTO,CA,94303,2888000,3,2.5,PALO ALTO,2911,3376,2015,2,Garage,,Sold,,,,,2888000,42257,2888000,http://www.redfin.com/CA/Palo-Alto/2062-Channing-Ave-94303/home/88167539,MLSListings Inc. (MLSLI),ML81483766,Pacific Union International,N,Y,37.4488167,-122.1259433,0
Past Sale,Single Family Residential,2080 Channing Ave,PALO ALTO,CA,94303,2995000,4,3.5,PALO ALTO,3213,4026,2015,2,Garage,,Sold,,,,,2995000,42142,3300000,http://www.redfin.com/CA/Palo-Alto/2080-Channing-Ave-94303/home/80163166,MLSListings Inc. (MLSLI),ML81465928,Pacific Union International,N,Y,37.448817,-122.1252697,0
Past Sale,Single Family Residential,2070 Channing,PALO ALTO,CA,94303,2995000,3,2.5,PALO ALTO,2958,3629,2015,2,Garage,,Sold,,,,,2995000,42257,2888000,http://www.redfin.com/CA/Palo-Alto/2070-Channing-Ave-94303/home/80599329,MLSListings Inc. (MLSLI),ML81466369,Pacific Union International,N,Y,37.4488185,-122.1256913,0
Past Sale,Single Family Residential,2086 Channing Ave,PALO ALTO,CA,94303,2995000,4,3.5,PALO ALTO,3213,3944,2015,2,Garage,,Sold,,,,,2995000,42103,3250000,http://www.redfin.com/CA/Palo-Alto/2086-Channing-Ave-94303/home/69383627,MLSListings Inc. (MLSLI),ML81456864,Pacific Union International,N,Y,37.4488225,-122.1252145,0
Past Sale,Condo/Coop,258 Waverley St,PALO ALTO,CA,94301,988000,2,2,PALO ALTO,909,1008,1973,0,,,Sold,,,,,988000,42244,1200000,http://www.redfin.com/CA/Palo-Alto/258-Waverley-St-94301/home/587998,MLSListings Inc. (MLSLI),ML81486321,Deleon Realty,N,Y,37.448853,-122.163529,0
Past Sale,Single Family Residential,1047 University Dr,Menlo Park,CA,94025,,3,2,94025,1880,,1933,,,,,,,,,,42150,1950000,http://www.redfin.com/CA/Menlo-Park/1047-University-Dr-94025/home/1568397,,,,N,Y,37.448914,-122.18594,
Past Sale,Single Family Residential,754 Homer Ave,PALO ALTO,CA,94301,1599000,3,2,PALO ALTO,924,3049,1926,0,,,Sold,,,,42243,1888000,42283,1650000,http://www.redfin.com/CA/Palo-Alto/754-Homer-Ave-94301/home/1055236,MLSListings Inc. (MLSLI),ML81472303,"Tera Properties, Inc.",N,Y,37.448928,-122.152242,0
Past Sale,Single Family Residential,896 Newell Rd,Palo Alto,CA,94303,,3,2,94303,1489,,1964,,,,,,,,,,42131,2300000,http://www.redfin.com/CA/Palo-Alto/896-Newell-Rd-94303/home/544497,,,,N,Y,37.448939,-122.139993,
Past Sale,Single Family Residential,798 Alester Ave,PALO ALTO,CA,94303,1998000,3,2,PALO ALTO,1388,8450,1951,2,Garage,,Sold,,,,,1998000,42059,2507000,http://www.redfin.com/CA/Palo-Alto/798-Alester-Ave-94303/home/1715125,MLSListings Inc. (MLSLI),ML81450201,Alain Pinel Realtors,N,Y,37.448977,-122.135782,0
Past Sale,Single Family Residential,1846 Barton St,REDWOOD CITY,CA,94061,1298000,3,1,REDWOOD CITY,1224,10584,1950,4,,,Sold,,,,,1298000,42394,1625000,http://www.redfin.com/CA/Redwood-City/1846-Barton-St-94061/home/881437,MLSListings Inc. (MLSLI),ML81533718,Coldwell Banker,N,Y,37.448991,-122.224906,0
Past Sale,Single Family Residential,1031 Channing Ave,Palo Alto,CA,94301,,2,1,94301,1328,,1939,,,,,,,,,,42054,2350000,http://www.redfin.com/CA/Palo-Alto/1031-Channing-Ave-94301/home/819121,,,,N,Y,37.449009,-122.14617,
Past Sale,Single Family Residential,154 Cerrito Ave,REDWOOD CITY,CA,94061,1079999,3,2.5,REDWOOD CITY,1460,13950,1955,2,Garage,,Sold,,,,,1079999,42262,1300000,http://www.redfin.com/CA/Redwood-City/154-Cerrito-Ave-94061/home/1617611,MLSListings Inc. (MLSLI),ML81499938,HomeSmart Platinum Living,N,Y,37.449055,-122.23025,0
Past Sale,Single Family Residential,441 Montwood Cir,Redwood City,CA,94061,,4,2,94061,1840,,1976,,,,,,,,,,42163,1700000,http://www.redfin.com/CA/Redwood-City/441-Montwood-Cir-94061/home/1816827,,,,N,Y,37.449079,-122.225325,
Past Sale,Single Family Residential,15 Woodleaf Ave,REDWOOD CITY,CA,94061,2149000,3,2.5,REDWOOD CITY,3184,14100,1982,6,Garage,,Sold,,,,,2149000,42341,2375000,http://www.redfin.com/CA/Redwood-City/15-Woodleaf-Ave-94061/home/877002,MLSListings Inc. (MLSLI),ML81521091,Coldwell Banker,N,Y,37.449182,-122.258991,0
Past Sale,Single Family Residential,434 Claremont Way,MENLO PARK,CA,94025,1895000,3,2,MENLO PARK,1600,7625,1956,1,Garage,,Sold,,,,,1895000,42222,2210000,http://www.redfin.com/CA/Menlo-Park/434-Claremont-Way-94025/home/1259090,MLSListings Inc. (MLSLI),ML81484106,Coldwell Banker,N,Y,37.4492059,-122.170319,0
Past Sale,Single Family Residential,4 Sequoia Way,Redwood City,CA,94061,,3,2,94061,1600,,1947,,,,,,,,,,42193,1969000,http://www.redfin.com/CA/Redwood-City/4-Sequoia-Way-94061/home/1316520,,,,N,Y,37.449241,-122.221701,
Past Sale,Multi-Family (5+ Unit),357 Hawthorne Ave,PALO ALTO,CA,94301,4995999,5,,PALO ALTO,5419,10000,1959,2,,,Sold,,,,42167,5500000,42237,4800000,http://www.redfin.com/CA/Palo-Alto/357-Hawthorne-Ave-94301/home/589370,MLSListings Inc. (MLSLI),ML81462603,Marcus & Millichap,N,Y,37.44925,-122.164947,0
Past Sale,Condo/Coop,20 Willow Rd Apt 19,Menlo Park,CA,94025,,3,2,94025,1458,,1965,,,,,,,,,,42096,1350000,http://www.redfin.com/CA/Menlo-Park/20-Willow-Rd-94025/unit-19/home/1612336,,,,N,Y,37.44931,-122.172647,
Past Sale,Condo/Coop,20 Willow Rd #43,MENLO PARK,CA,94025,975000,2,2,MENLO PARK,1074,81204,1965,1,Garage,,Sold,,,,,975000,42366,1275000,http://www.redfin.com/CA/Menlo-Park/20-Willow-Rd-94025/unit-43/home/2059465,MLSListings Inc. (MLSLI),ML81534425,Keller Williams Palo Alto,N,Y,37.44931,-122.172647,0
Past Sale,Townhouse,135 Bryant St,PALO ALTO,CA,94301,1695000,2,2.5,PALO ALTO,1646,911,1976,1,Garage,,Sold,,,,,1695000,42345,1765000,http://www.redfin.com/CA/Palo-Alto/135-Bryant-St-94301/home/1761982,MLSListings Inc. (MLSLI),ML81519853,Alain Pinel Realtors,N,Y,37.449346,-122.166752,0
Past Sale,Single Family Residential,2134 Edgewood Dr,Palo Alto,CA,94303,,4,2,94303,1652,,1956,,,,,,,,,,42095,2250000,http://www.redfin.com/CA/Palo-Alto/2134-Edgewood-Dr-94303/home/1148735,,,,N,Y,37.449365,-122.125698,
Past Sale,Townhouse,4 Artisan Way,MENLO PARK,CA,94025,1349000,3,3,MENLO PARK,1343,,2014,2,Garage,,Sold,,,,,1349000,42034,1349000,http://www.redfin.com/CA/MENLO-PARK/4-ARTISAN-WAY-94025/home/56450008,MLSListings Inc. (MLSLI),ML81447164,Alain Pinel Realtors,N,Y,37.44937596,-122.1759986,0
Past Sale,Single Family Residential,47 Woodhill Dr,REDWOOD CITY,CA,94061,2178000,4,3,REDWOOD CITY,2420,13895,1985,3,Garage,,Sold,,,,,2178000,42047,2450000,http://www.redfin.com/CA/Redwood-City/47-Woodhill-Dr-94061/home/1174289,MLSListings Inc. (MLSLI),ML81449535,Lehr Real Estate,N,Y,37.449455,-122.2579,0
Past Sale,Single Family Residential,747 De Soto Dr,PALO ALTO,CA,94303,2488000,4,3,PALO ALTO,2320,7500,1952,1,Garage,,Sold,,,,,2488000,42061,2800000,http://www.redfin.com/CA/Palo-Alto/747-De-Soto-Dr-94303/home/1525832,MLSListings Inc. (MLSLI),ML81451208,Deleon Realty,N,Y,37.449594,-122.135811,0
Past Sale,Single Family Residential,540 Kenwood Dr,Menlo Park,CA,94025,,3,1,94025,1300,,1945,,,,,,,,,,42075,1600000,http://www.redfin.com/CA/Menlo-Park/540-Kenwood-Dr-94025/home/1016721,,,,N,Y,37.449618,-122.178787,
Past Sale,Single Family Residential,467 Everett Ave,PALO ALTO,CA,94301,2698000,3,3,PALO ALTO,1849,2898,1905,1,Garage,,Sold,,,,,2698000,42117,3175000,http://www.redfin.com/CA/Palo-Alto/467-Everett-Ave-94301/home/1652632,MLSListings Inc. (MLSLI),ML81459866,Alain Pinel Realtors,N,Y,37.449651,-122.162242,0
Past Sale,Condo/Coop,4086 Farm Hill Blvd #3,REDWOOD CITY,CA,94061,768000,2,2,REDWOOD CITY,1335,73971,1970,10,,,Sold,,,,42284,818000,42318,739500,http://www.redfin.com/CA/Redwood-City/4086-Farm-Hill-Blvd-94061/unit-3/home/983470,MLSListings Inc. (MLSLI),ML81515720,AMAC Realty & Lending,N,Y,37.4496589,-122.260862,0
Past Sale,Townhouse,4050 Farm Hill Blvd #9,REDWOOD CITY,CA,94061,735000,3,2.5,REDWOOD CITY,1374,73971,1970,0,,,Sold,,,,,735000,42236,880000,http://www.redfin.com/CA/Redwood-City/4050-Farm-Hill-Blvd-94061/unit-9/home/986359,MLSListings Inc. (MLSLI),ML81485252,Sereno Group,N,Y,37.4496589,-122.260862,0
Past Sale,Condo/Coop,4062 Farm Hill Blvd #2,REDWOOD CITY,CA,94061,550000,2,2.5,REDWOOD CITY,1335,73971,1970,1,Garage,,Sold,,,,,550000,42180,550000,http://www.redfin.com/CA/Redwood-City/4062-Farm-Hill-Blvd-94061/unit-2/home/1997206,MLSListings Inc. (MLSLI),ML81468409,Keller Williams Palo Alto,N,Y,37.4496589,-122.260862,0
Past Sale,Single Family Residential,803 Guinda St,PALO ALTO,CA,94301,2995000,5,3,PALO ALTO,2260,7382,1922,2,Garage,,Sold,,,,,2995000,42304,3510000,http://www.redfin.com/CA/Palo-Alto/803-Guinda-St-94301/home/1652126,MLSListings Inc. (MLSLI),ML81517045,Alain Pinel Realtors,N,Y,37.449704,-122.151507,0
Past Sale,Condo/Coop,555 Byron St #106,PALO ALTO,CA,94301,1488000,3,2.5,PALO ALTO,1825,1432,1997,1,Garage,,Sold,,,,,1488000,42105,1980925,http://www.redfin.com/CA/Palo-Alto/555-Byron-St-94301/unit-106/home/1679921,MLSListings Inc. (MLSLI),ML81458968,Coldwell Banker-PA Downtown,N,Y,37.44981,-122.156269,0
Past Sale,Condo/Coop,555 Byron St Apt 411,Palo Alto,CA,94301,,2,2.5,94301,2042,,1997,,,,,,,,,,42076,3000000,http://www.redfin.com/CA/Palo-Alto/555-Byron-St-94301/unit-411/home/1784280,,,,N,Y,37.44981,-122.156269,
Past Sale,Townhouse,551 Lytton Ave,PALO ALTO,CA,94301,1617000,3,2.5,PALO ALTO,1753,1075,1991,2,Garage,,Sold,,,,,1617000,42342,1617000,http://www.redfin.com/CA/Palo-Alto/551-Lytton-Ave-94301/home/1320257,MLSListings Inc. (MLSLI),ML81533808,Keller Williams Palo Alto,N,Y,37.449898,-122.160059,0
Past Sale,Condo/Coop,21 Willow Rd #8,MENLO PARK,CA,94025,849000,2,2,MENLO PARK,1167,90377,1976,2,Garage,,Sold,,,,,849000,42251,935000,http://www.redfin.com/CA/Menlo-Park/21-Willow-Rd-94025/unit-8/home/1310917,MLSListings Inc. (MLSLI),ML81483379,Alain Pinel Realtors,N,Y,37.44992,-122.172875,0
